t,popsize,poptype,poplocation
1364.66,6.60522,N1,Lumen
1364.72,5.42303e+07,N0,Wall
1364.72,6.26007e+06,N1,Wall
1364.72,6.12766e+07,N0,Lumen
1364.72,6.60384,N1,Lumen
1364.77,5.4229e+07,N0,Wall
1364.77,6.26123e+06,N1,Wall
1364.77,6.12766e+07,N0,Lumen
1364.77,6.60246,N1,Lumen
1364.83,5.42277e+07,N0,Wall
1364.83,6.2624e+06,N1,Wall
1364.83,6.12766e+07,N0,Lumen
1364.83,6.60108,N1,Lumen
1364.88,5.42264e+07,N0,Wall
1364.88,6.26356e+06,N1,Wall
1364.88,6.12766e+07,N0,Lumen
1364.88,6.59971,N1,Lumen
1364.94,5.42251e+07,N0,Wall
1364.94,6.26473e+06,N1,Wall
1364.94,6.12766e+07,N0,Lumen
1364.94,6.59833,N1,Lumen
1364.99,5.42237e+07,N0,Wall
1364.99,6.26589e+06,N1,Wall
1364.99,6.12766e+07,N0,Lumen
1364.99,6.59695,N1,Lumen
1365.05,5.42224e+07,N0,Wall
1365.05,6.26705e+06,N1,Wall
1365.05,6.12766e+07,N0,Lumen
1365.05,6.59558,N1,Lumen
1365.1,5.42211e+07,N0,Wall
1365.1,6.26822e+06,N1,Wall
1365.1,6.12766e+07,N0,Lumen
1365.1,6.5942,N1,Lumen
1365.16,5.42198e+07,N0,Wall
1365.16,6.26938e+06,N1,Wall
1365.16,6.12766e+07,N0,Lumen
1365.16,6.59283,N1,Lumen
1365.21,5.42185e+07,N0,Wall
1365.21,6.27055e+06,N1,Wall
1365.21,6.12766e+07,N0,Lumen
1365.21,6.59146,N1,Lumen
1365.27,5.42171e+07,N0,Wall
1365.27,6.27171e+06,N1,Wall
1365.27,6.12766e+07,N0,Lumen
1365.27,6.59008,N1,Lumen
1365.33,5.42158e+07,N0,Wall
1365.33,6.27288e+06,N1,Wall
1365.33,6.12766e+07,N0,Lumen
1365.33,6.58871,N1,Lumen
1365.38,5.42145e+07,N0,Wall
1365.38,6.27404e+06,N1,Wall
1365.38,6.12766e+07,N0,Lumen
1365.38,6.58734,N1,Lumen
1365.44,5.42132e+07,N0,Wall
1365.44,6.2752e+06,N1,Wall
1365.44,6.12766e+07,N0,Lumen
1365.44,6.58597,N1,Lumen
1365.49,5.42119e+07,N0,Wall
1365.49,6.27637e+06,N1,Wall
1365.49,6.12766e+07,N0,Lumen
1365.49,6.5846,N1,Lumen
1365.55,5.42106e+07,N0,Wall
1365.55,6.27753e+06,N1,Wall
1365.55,6.12766e+07,N0,Lumen
1365.55,6.58323,N1,Lumen
1365.6,5.42092e+07,N0,Wall
1365.6,6.2787e+06,N1,Wall
1365.6,6.12766e+07,N0,Lumen
1365.6,6.58186,N1,Lumen
1365.66,5.42079e+07,N0,Wall
1365.66,6.27986e+06,N1,Wall
1365.66,6.12766e+07,N0,Lumen
1365.66,6.58049,N1,Lumen
1365.71,5.42066e+07,N0,Wall
1365.71,6.28102e+06,N1,Wall
1365.71,6.12766e+07,N0,Lumen
1365.71,6.57912,N1,Lumen
1365.77,5.42053e+07,N0,Wall
1365.77,6.28219e+06,N1,Wall
1365.77,6.12766e+07,N0,Lumen
1365.77,6.57775,N1,Lumen
1365.82,5.4204e+07,N0,Wall
1365.82,6.28335e+06,N1,Wall
1365.82,6.12766e+07,N0,Lumen
1365.82,6.57639,N1,Lumen
1365.88,5.42026e+07,N0,Wall
1365.88,6.28452e+06,N1,Wall
1365.88,6.12766e+07,N0,Lumen
1365.88,6.57502,N1,Lumen
1365.93,5.42013e+07,N0,Wall
1365.93,6.28568e+06,N1,Wall
1365.93,6.12766e+07,N0,Lumen
1365.93,6.57365,N1,Lumen
1365.99,5.42e+07,N0,Wall
1365.99,6.28684e+06,N1,Wall
1365.99,6.12766e+07,N0,Lumen
1365.99,6.57229,N1,Lumen
1366.04,5.41987e+07,N0,Wall
1366.04,6.28801e+06,N1,Wall
1366.04,6.12766e+07,N0,Lumen
1366.04,6.57092,N1,Lumen
1366.1,5.41974e+07,N0,Wall
1366.1,6.28917e+06,N1,Wall
1366.1,6.12766e+07,N0,Lumen
1366.1,6.56956,N1,Lumen
1366.15,5.4196e+07,N0,Wall
1366.15,6.29033e+06,N1,Wall
1366.15,6.12766e+07,N0,Lumen
1366.15,6.56819,N1,Lumen
1366.21,5.41947e+07,N0,Wall
1366.21,6.2915e+06,N1,Wall
1366.21,6.12766e+07,N0,Lumen
1366.21,6.56683,N1,Lumen
1366.26,5.41934e+07,N0,Wall
1366.26,6.29266e+06,N1,Wall
1366.26,6.12766e+07,N0,Lumen
1366.26,6.56547,N1,Lumen
1366.32,5.41921e+07,N0,Wall
1366.32,6.29382e+06,N1,Wall
1366.32,6.12766e+07,N0,Lumen
1366.32,6.56411,N1,Lumen
1366.37,5.41908e+07,N0,Wall
1366.37,6.29499e+06,N1,Wall
1366.37,6.12766e+07,N0,Lumen
1366.37,6.56275,N1,Lumen
1366.43,5.41895e+07,N0,Wall
1366.43,6.29615e+06,N1,Wall
1366.43,6.12766e+07,N0,Lumen
1366.43,6.56139,N1,Lumen
1366.48,5.41881e+07,N0,Wall
1366.48,6.29731e+06,N1,Wall
1366.48,6.12766e+07,N0,Lumen
1366.48,6.56003,N1,Lumen
1366.54,5.41868e+07,N0,Wall
1366.54,6.29848e+06,N1,Wall
1366.54,6.12766e+07,N0,Lumen
1366.54,6.55867,N1,Lumen
1366.59,5.41855e+07,N0,Wall
1366.59,6.29964e+06,N1,Wall
1366.59,6.12766e+07,N0,Lumen
1366.59,6.55731,N1,Lumen
1366.65,5.41842e+07,N0,Wall
1366.65,6.3008e+06,N1,Wall
1366.65,6.12766e+07,N0,Lumen
1366.65,6.55595,N1,Lumen
1366.7,5.41829e+07,N0,Wall
1366.7,6.30196e+06,N1,Wall
1366.7,6.12766e+07,N0,Lumen
1366.7,6.55459,N1,Lumen
1366.76,5.41815e+07,N0,Wall
1366.76,6.30313e+06,N1,Wall
1366.76,6.12766e+07,N0,Lumen
1366.76,6.55324,N1,Lumen
1366.81,5.41802e+07,N0,Wall
1366.81,6.30429e+06,N1,Wall
1366.81,6.12766e+07,N0,Lumen
1366.81,6.55188,N1,Lumen
1366.87,5.41789e+07,N0,Wall
1366.87,6.30545e+06,N1,Wall
1366.87,6.12766e+07,N0,Lumen
1366.87,6.55052,N1,Lumen
1366.92,5.41776e+07,N0,Wall
1366.92,6.30662e+06,N1,Wall
1366.92,6.12766e+07,N0,Lumen
1366.92,6.54917,N1,Lumen
1366.98,5.41763e+07,N0,Wall
1366.98,6.30778e+06,N1,Wall
1366.98,6.12766e+07,N0,Lumen
1366.98,6.54781,N1,Lumen
1367.03,5.4175e+07,N0,Wall
1367.03,6.30894e+06,N1,Wall
1367.03,6.12766e+07,N0,Lumen
1367.03,6.54646,N1,Lumen
1367.09,5.41736e+07,N0,Wall
1367.09,6.3101e+06,N1,Wall
1367.09,6.12766e+07,N0,Lumen
1367.09,6.54511,N1,Lumen
1367.14,5.41723e+07,N0,Wall
1367.14,6.31127e+06,N1,Wall
1367.14,6.12766e+07,N0,Lumen
1367.14,6.54375,N1,Lumen
1367.2,5.4171e+07,N0,Wall
1367.2,6.31243e+06,N1,Wall
1367.2,6.12766e+07,N0,Lumen
1367.2,6.5424,N1,Lumen
1367.25,5.41697e+07,N0,Wall
1367.25,6.31359e+06,N1,Wall
1367.25,6.12766e+07,N0,Lumen
1367.25,6.54105,N1,Lumen
1367.31,5.41684e+07,N0,Wall
1367.31,6.31475e+06,N1,Wall
1367.31,6.12766e+07,N0,Lumen
1367.31,6.5397,N1,Lumen
1367.36,5.41671e+07,N0,Wall
1367.36,6.31592e+06,N1,Wall
1367.36,6.12766e+07,N0,Lumen
1367.36,6.53835,N1,Lumen
1367.42,5.41657e+07,N0,Wall
1367.42,6.31708e+06,N1,Wall
1367.42,6.12766e+07,N0,Lumen
1367.42,6.537,N1,Lumen
1367.47,5.41644e+07,N0,Wall
1367.47,6.31824e+06,N1,Wall
1367.47,6.12766e+07,N0,Lumen
1367.47,6.53565,N1,Lumen
1367.53,5.41631e+07,N0,Wall
1367.53,6.3194e+06,N1,Wall
1367.53,6.12766e+07,N0,Lumen
1367.53,6.5343,N1,Lumen
1367.58,5.41618e+07,N0,Wall
1367.58,6.32056e+06,N1,Wall
1367.58,6.12766e+07,N0,Lumen
1367.58,6.53295,N1,Lumen
1367.64,5.41605e+07,N0,Wall
1367.64,6.32173e+06,N1,Wall
1367.64,6.12766e+07,N0,Lumen
1367.64,6.5316,N1,Lumen
1367.69,5.41592e+07,N0,Wall
1367.69,6.32289e+06,N1,Wall
1367.69,6.12766e+07,N0,Lumen
1367.69,6.53026,N1,Lumen
1367.75,5.41578e+07,N0,Wall
1367.75,6.32405e+06,N1,Wall
1367.75,6.12766e+07,N0,Lumen
1367.75,6.52891,N1,Lumen
1367.8,5.41565e+07,N0,Wall
1367.8,6.32521e+06,N1,Wall
1367.8,6.12766e+07,N0,Lumen
1367.8,6.52756,N1,Lumen
1367.86,5.41552e+07,N0,Wall
1367.86,6.32637e+06,N1,Wall
1367.86,6.12766e+07,N0,Lumen
1367.86,6.52622,N1,Lumen
1367.91,5.41539e+07,N0,Wall
1367.91,6.32754e+06,N1,Wall
1367.91,6.12766e+07,N0,Lumen
1367.91,6.52487,N1,Lumen
1367.97,5.41526e+07,N0,Wall
1367.97,6.3287e+06,N1,Wall
1367.97,6.12766e+07,N0,Lumen
1367.97,6.52353,N1,Lumen
1368.02,5.41513e+07,N0,Wall
1368.02,6.32986e+06,N1,Wall
1368.02,6.12766e+07,N0,Lumen
1368.02,6.52219,N1,Lumen
1368.08,5.41499e+07,N0,Wall
1368.08,6.33102e+06,N1,Wall
1368.08,6.12766e+07,N0,Lumen
1368.08,6.52084,N1,Lumen
1368.13,5.41486e+07,N0,Wall
1368.13,6.33218e+06,N1,Wall
1368.13,6.12766e+07,N0,Lumen
1368.13,6.5195,N1,Lumen
1368.19,5.41473e+07,N0,Wall
1368.19,6.33334e+06,N1,Wall
1368.19,6.12766e+07,N0,Lumen
1368.19,6.51816,N1,Lumen
1368.24,5.4146e+07,N0,Wall
1368.24,6.33451e+06,N1,Wall
1368.24,6.12766e+07,N0,Lumen
1368.24,6.51682,N1,Lumen
1368.3,5.41447e+07,N0,Wall
1368.3,6.33567e+06,N1,Wall
1368.3,6.12766e+07,N0,Lumen
1368.3,6.51548,N1,Lumen
1368.35,5.41434e+07,N0,Wall
1368.35,6.33683e+06,N1,Wall
1368.35,6.12766e+07,N0,Lumen
1368.35,6.51414,N1,Lumen
1368.41,5.4142e+07,N0,Wall
1368.41,6.33799e+06,N1,Wall
1368.41,6.12766e+07,N0,Lumen
1368.41,6.5128,N1,Lumen
1368.46,5.41407e+07,N0,Wall
1368.46,6.33915e+06,N1,Wall
1368.46,6.12766e+07,N0,Lumen
1368.46,6.51146,N1,Lumen
1368.52,5.41394e+07,N0,Wall
1368.52,6.34031e+06,N1,Wall
1368.52,6.12766e+07,N0,Lumen
1368.52,6.51012,N1,Lumen
1368.57,5.41381e+07,N0,Wall
1368.57,6.34147e+06,N1,Wall
1368.57,6.12766e+07,N0,Lumen
1368.57,6.50878,N1,Lumen
1368.63,5.41368e+07,N0,Wall
1368.63,6.34264e+06,N1,Wall
1368.63,6.12766e+07,N0,Lumen
1368.63,6.50744,N1,Lumen
1368.68,5.41355e+07,N0,Wall
1368.68,6.3438e+06,N1,Wall
1368.68,6.12766e+07,N0,Lumen
1368.68,6.50611,N1,Lumen
1368.74,5.41341e+07,N0,Wall
1368.74,6.34496e+06,N1,Wall
1368.74,6.12766e+07,N0,Lumen
1368.74,6.50477,N1,Lumen
1368.79,5.41328e+07,N0,Wall
1368.79,6.34612e+06,N1,Wall
1368.79,6.12766e+07,N0,Lumen
1368.79,6.50344,N1,Lumen
1368.85,5.41315e+07,N0,Wall
1368.85,6.34728e+06,N1,Wall
1368.85,6.12766e+07,N0,Lumen
1368.85,6.5021,N1,Lumen
1368.9,5.41302e+07,N0,Wall
1368.9,6.34844e+06,N1,Wall
1368.9,6.12766e+07,N0,Lumen
1368.9,6.50077,N1,Lumen
1368.95,5.41289e+07,N0,Wall
1368.95,6.3496e+06,N1,Wall
1368.95,6.12766e+07,N0,Lumen
1368.95,6.49943,N1,Lumen
1369.01,5.41276e+07,N0,Wall
1369.01,6.35076e+06,N1,Wall
1369.01,6.12766e+07,N0,Lumen
1369.01,6.4981,N1,Lumen
1369.06,5.41262e+07,N0,Wall
1369.06,6.35192e+06,N1,Wall
1369.06,6.12766e+07,N0,Lumen
1369.06,6.49677,N1,Lumen
1369.12,5.41249e+07,N0,Wall
1369.12,6.35308e+06,N1,Wall
1369.12,6.12766e+07,N0,Lumen
1369.12,6.49544,N1,Lumen
1369.17,5.41236e+07,N0,Wall
1369.17,6.35425e+06,N1,Wall
1369.17,6.12766e+07,N0,Lumen
1369.17,6.4941,N1,Lumen
1369.23,5.41223e+07,N0,Wall
1369.23,6.35541e+06,N1,Wall
1369.23,6.12766e+07,N0,Lumen
1369.23,6.49277,N1,Lumen
1369.28,5.4121e+07,N0,Wall
1369.28,6.35657e+06,N1,Wall
1369.28,6.12766e+07,N0,Lumen
1369.28,6.49144,N1,Lumen
1369.34,5.41197e+07,N0,Wall
1369.34,6.35773e+06,N1,Wall
1369.34,6.12766e+07,N0,Lumen
1369.34,6.49011,N1,Lumen
1369.39,5.41184e+07,N0,Wall
1369.39,6.35889e+06,N1,Wall
1369.39,6.12766e+07,N0,Lumen
1369.39,6.48878,N1,Lumen
1369.45,5.4117e+07,N0,Wall
1369.45,6.36005e+06,N1,Wall
1369.45,6.12766e+07,N0,Lumen
1369.45,6.48745,N1,Lumen
1369.5,5.41157e+07,N0,Wall
1369.5,6.36121e+06,N1,Wall
1369.5,6.12766e+07,N0,Lumen
1369.5,6.48613,N1,Lumen
1369.56,5.41144e+07,N0,Wall
1369.56,6.36237e+06,N1,Wall
1369.56,6.12766e+07,N0,Lumen
1369.56,6.4848,N1,Lumen
1369.61,5.41131e+07,N0,Wall
1369.61,6.36353e+06,N1,Wall
1369.61,6.12766e+07,N0,Lumen
1369.61,6.48347,N1,Lumen
1369.67,5.41118e+07,N0,Wall
1369.67,6.36469e+06,N1,Wall
1369.67,6.12766e+07,N0,Lumen
1369.67,6.48215,N1,Lumen
1369.72,5.41105e+07,N0,Wall
1369.72,6.36585e+06,N1,Wall
1369.72,6.12766e+07,N0,Lumen
1369.72,6.48082,N1,Lumen
1369.78,5.41091e+07,N0,Wall
1369.78,6.36701e+06,N1,Wall
1369.78,6.12766e+07,N0,Lumen
1369.78,6.47949,N1,Lumen
1369.83,5.41078e+07,N0,Wall
1369.83,6.36817e+06,N1,Wall
1369.83,6.12766e+07,N0,Lumen
1369.83,6.47817,N1,Lumen
1369.88,5.41065e+07,N0,Wall
1369.88,6.36933e+06,N1,Wall
1369.88,6.12766e+07,N0,Lumen
1369.88,6.47685,N1,Lumen
1369.94,5.41052e+07,N0,Wall
1369.94,6.37049e+06,N1,Wall
1369.94,6.12766e+07,N0,Lumen
1369.94,6.47552,N1,Lumen
1369.99,5.41039e+07,N0,Wall
1369.99,6.37165e+06,N1,Wall
1369.99,6.12766e+07,N0,Lumen
1369.99,6.4742,N1,Lumen
1370.05,5.41026e+07,N0,Wall
1370.05,6.37281e+06,N1,Wall
1370.05,6.12766e+07,N0,Lumen
1370.05,6.47288,N1,Lumen
1370.1,5.41013e+07,N0,Wall
1370.1,6.37397e+06,N1,Wall
1370.1,6.12766e+07,N0,Lumen
1370.1,6.47156,N1,Lumen
1370.16,5.40999e+07,N0,Wall
1370.16,6.37513e+06,N1,Wall
1370.16,6.12766e+07,N0,Lumen
1370.16,6.47023,N1,Lumen
1370.21,5.40986e+07,N0,Wall
1370.21,6.37629e+06,N1,Wall
1370.21,6.12766e+07,N0,Lumen
1370.21,6.46891,N1,Lumen
1370.27,5.40973e+07,N0,Wall
1370.27,6.37745e+06,N1,Wall
1370.27,6.12766e+07,N0,Lumen
1370.27,6.46759,N1,Lumen
1370.32,5.4096e+07,N0,Wall
1370.32,6.37861e+06,N1,Wall
1370.32,6.12766e+07,N0,Lumen
1370.32,6.46627,N1,Lumen
1370.38,5.40947e+07,N0,Wall
1370.38,6.37977e+06,N1,Wall
1370.38,6.12766e+07,N0,Lumen
1370.38,6.46495,N1,Lumen
1370.43,5.40934e+07,N0,Wall
1370.43,6.38093e+06,N1,Wall
1370.43,6.12766e+07,N0,Lumen
1370.43,6.46364,N1,Lumen
1370.49,5.40921e+07,N0,Wall
1370.49,6.38209e+06,N1,Wall
1370.49,6.12766e+07,N0,Lumen
1370.49,6.46232,N1,Lumen
1370.54,5.40907e+07,N0,Wall
1370.54,6.38325e+06,N1,Wall
1370.54,6.12766e+07,N0,Lumen
1370.54,6.461,N1,Lumen
1370.59,5.40894e+07,N0,Wall
1370.59,6.38441e+06,N1,Wall
1370.59,6.12766e+07,N0,Lumen
1370.59,6.45968,N1,Lumen
1370.65,5.40881e+07,N0,Wall
1370.65,6.38557e+06,N1,Wall
1370.65,6.12766e+07,N0,Lumen
1370.65,6.45837,N1,Lumen
1370.7,5.40868e+07,N0,Wall
1370.7,6.38673e+06,N1,Wall
1370.7,6.12766e+07,N0,Lumen
1370.7,6.45705,N1,Lumen
1370.76,5.40855e+07,N0,Wall
1370.76,6.38789e+06,N1,Wall
1370.76,6.12766e+07,N0,Lumen
1370.76,6.45574,N1,Lumen
1370.81,5.40842e+07,N0,Wall
1370.81,6.38905e+06,N1,Wall
1370.81,6.12766e+07,N0,Lumen
1370.81,6.45442,N1,Lumen
1370.87,5.40829e+07,N0,Wall
1370.87,6.3902e+06,N1,Wall
1370.87,6.12766e+07,N0,Lumen
1370.87,6.45311,N1,Lumen
1370.92,5.40815e+07,N0,Wall
1370.92,6.39136e+06,N1,Wall
1370.92,6.12766e+07,N0,Lumen
1370.92,6.4518,N1,Lumen
1370.98,5.40802e+07,N0,Wall
1370.98,6.39252e+06,N1,Wall
1370.98,6.12766e+07,N0,Lumen
1370.98,6.45048,N1,Lumen
1371.03,5.40789e+07,N0,Wall
1371.03,6.39368e+06,N1,Wall
1371.03,6.12766e+07,N0,Lumen
1371.03,6.44917,N1,Lumen
1371.09,5.40776e+07,N0,Wall
1371.09,6.39484e+06,N1,Wall
1371.09,6.12766e+07,N0,Lumen
1371.09,6.44786,N1,Lumen
1371.14,5.40763e+07,N0,Wall
1371.14,6.396e+06,N1,Wall
1371.14,6.12766e+07,N0,Lumen
1371.14,6.44655,N1,Lumen
1371.19,5.4075e+07,N0,Wall
1371.19,6.39716e+06,N1,Wall
1371.19,6.12766e+07,N0,Lumen
1371.19,6.44524,N1,Lumen
1371.25,5.40737e+07,N0,Wall
1371.25,6.39832e+06,N1,Wall
1371.25,6.12766e+07,N0,Lumen
1371.25,6.44393,N1,Lumen
1371.3,5.40724e+07,N0,Wall
1371.3,6.39948e+06,N1,Wall
1371.3,6.12766e+07,N0,Lumen
1371.3,6.44262,N1,Lumen
1371.36,5.4071e+07,N0,Wall
1371.36,6.40064e+06,N1,Wall
1371.36,6.12766e+07,N0,Lumen
1371.36,6.44131,N1,Lumen
1371.41,5.40697e+07,N0,Wall
1371.41,6.4018e+06,N1,Wall
1371.41,6.12766e+07,N0,Lumen
1371.41,6.44,N1,Lumen
1371.47,5.40684e+07,N0,Wall
1371.47,6.40295e+06,N1,Wall
1371.47,6.12766e+07,N0,Lumen
1371.47,6.43869,N1,Lumen
1371.52,5.40671e+07,N0,Wall
1371.52,6.40411e+06,N1,Wall
1371.52,6.12766e+07,N0,Lumen
1371.52,6.43738,N1,Lumen
1371.58,5.40658e+07,N0,Wall
1371.58,6.40527e+06,N1,Wall
1371.58,6.12766e+07,N0,Lumen
1371.58,6.43608,N1,Lumen
1371.63,5.40645e+07,N0,Wall
1371.63,6.40643e+06,N1,Wall
1371.63,6.12766e+07,N0,Lumen
1371.63,6.43477,N1,Lumen
1371.68,5.40632e+07,N0,Wall
1371.68,6.40759e+06,N1,Wall
1371.68,6.12766e+07,N0,Lumen
1371.68,6.43347,N1,Lumen
1371.74,5.40618e+07,N0,Wall
1371.74,6.40875e+06,N1,Wall
1371.74,6.12766e+07,N0,Lumen
1371.74,6.43216,N1,Lumen
1371.79,5.40605e+07,N0,Wall
1371.79,6.40991e+06,N1,Wall
1371.79,6.12766e+07,N0,Lumen
1371.79,6.43086,N1,Lumen
1371.85,5.40592e+07,N0,Wall
1371.85,6.41106e+06,N1,Wall
1371.85,6.12766e+07,N0,Lumen
1371.85,6.42955,N1,Lumen
1371.9,5.40579e+07,N0,Wall
1371.9,6.41222e+06,N1,Wall
1371.9,6.12766e+07,N0,Lumen
1371.9,6.42825,N1,Lumen
1371.96,5.40566e+07,N0,Wall
1371.96,6.41338e+06,N1,Wall
1371.96,6.12766e+07,N0,Lumen
1371.96,6.42695,N1,Lumen
1372.01,5.40553e+07,N0,Wall
1372.01,6.41454e+06,N1,Wall
1372.01,6.12766e+07,N0,Lumen
1372.01,6.42564,N1,Lumen
1372.07,5.4054e+07,N0,Wall
1372.07,6.4157e+06,N1,Wall
1372.07,6.12766e+07,N0,Lumen
1372.07,6.42434,N1,Lumen
1372.12,5.40527e+07,N0,Wall
1372.12,6.41686e+06,N1,Wall
1372.12,6.12766e+07,N0,Lumen
1372.12,6.42304,N1,Lumen
1372.17,5.40513e+07,N0,Wall
1372.17,6.41801e+06,N1,Wall
1372.17,6.12766e+07,N0,Lumen
1372.17,6.42174,N1,Lumen
1372.23,5.405e+07,N0,Wall
1372.23,6.41917e+06,N1,Wall
1372.23,6.12766e+07,N0,Lumen
1372.23,6.42044,N1,Lumen
1372.28,5.40487e+07,N0,Wall
1372.28,6.42033e+06,N1,Wall
1372.28,6.12766e+07,N0,Lumen
1372.28,6.41914,N1,Lumen
1372.34,5.40474e+07,N0,Wall
1372.34,6.42149e+06,N1,Wall
1372.34,6.12766e+07,N0,Lumen
1372.34,6.41784,N1,Lumen
1372.39,5.40461e+07,N0,Wall
1372.39,6.42265e+06,N1,Wall
1372.39,6.12766e+07,N0,Lumen
1372.39,6.41654,N1,Lumen
1372.45,5.40448e+07,N0,Wall
1372.45,6.4238e+06,N1,Wall
1372.45,6.12766e+07,N0,Lumen
1372.45,6.41524,N1,Lumen
1372.5,5.40435e+07,N0,Wall
1372.5,6.42496e+06,N1,Wall
1372.5,6.12766e+07,N0,Lumen
1372.5,6.41395,N1,Lumen
1372.55,5.40421e+07,N0,Wall
1372.55,6.42612e+06,N1,Wall
1372.55,6.12766e+07,N0,Lumen
1372.55,6.41265,N1,Lumen
1372.61,5.40408e+07,N0,Wall
1372.61,6.42728e+06,N1,Wall
1372.61,6.12766e+07,N0,Lumen
1372.61,6.41135,N1,Lumen
1372.66,5.40395e+07,N0,Wall
1372.66,6.42844e+06,N1,Wall
1372.66,6.12766e+07,N0,Lumen
1372.66,6.41006,N1,Lumen
1372.72,5.40382e+07,N0,Wall
1372.72,6.42959e+06,N1,Wall
1372.72,6.12766e+07,N0,Lumen
1372.72,6.40876,N1,Lumen
1372.77,5.40369e+07,N0,Wall
1372.77,6.43075e+06,N1,Wall
1372.77,6.12766e+07,N0,Lumen
1372.77,6.40747,N1,Lumen
1372.83,5.40356e+07,N0,Wall
1372.83,6.43191e+06,N1,Wall
1372.83,6.12766e+07,N0,Lumen
1372.83,6.40617,N1,Lumen
1372.88,5.40343e+07,N0,Wall
1372.88,6.43307e+06,N1,Wall
1372.88,6.12766e+07,N0,Lumen
1372.88,6.40488,N1,Lumen
1372.93,5.4033e+07,N0,Wall
1372.93,6.43422e+06,N1,Wall
1372.93,6.12766e+07,N0,Lumen
1372.93,6.40359,N1,Lumen
1372.99,5.40317e+07,N0,Wall
1372.99,6.43538e+06,N1,Wall
1372.99,6.12766e+07,N0,Lumen
1372.99,6.4023,N1,Lumen
1373.04,5.40303e+07,N0,Wall
1373.04,6.43654e+06,N1,Wall
1373.04,6.12766e+07,N0,Lumen
1373.04,6.401,N1,Lumen
1373.1,5.4029e+07,N0,Wall
1373.1,6.4377e+06,N1,Wall
1373.1,6.12766e+07,N0,Lumen
1373.1,6.39971,N1,Lumen
1373.15,5.40277e+07,N0,Wall
1373.15,6.43885e+06,N1,Wall
1373.15,6.12766e+07,N0,Lumen
1373.15,6.39842,N1,Lumen
1373.21,5.40264e+07,N0,Wall
1373.21,6.44001e+06,N1,Wall
1373.21,6.12766e+07,N0,Lumen
1373.21,6.39713,N1,Lumen
1373.26,5.40251e+07,N0,Wall
1373.26,6.44117e+06,N1,Wall
1373.26,6.12766e+07,N0,Lumen
1373.26,6.39584,N1,Lumen
1373.31,5.40238e+07,N0,Wall
1373.31,6.44233e+06,N1,Wall
1373.31,6.12766e+07,N0,Lumen
1373.31,6.39455,N1,Lumen
1373.37,5.40225e+07,N0,Wall
1373.37,6.44348e+06,N1,Wall
1373.37,6.12766e+07,N0,Lumen
1373.37,6.39326,N1,Lumen
1373.42,5.40212e+07,N0,Wall
1373.42,6.44464e+06,N1,Wall
1373.42,6.12766e+07,N0,Lumen
1373.42,6.39198,N1,Lumen
1373.48,5.40198e+07,N0,Wall
1373.48,6.4458e+06,N1,Wall
1373.48,6.12766e+07,N0,Lumen
1373.48,6.39069,N1,Lumen
1373.53,5.40185e+07,N0,Wall
1373.53,6.44696e+06,N1,Wall
1373.53,6.12766e+07,N0,Lumen
1373.53,6.3894,N1,Lumen
1373.59,5.40172e+07,N0,Wall
1373.59,6.44811e+06,N1,Wall
1373.59,6.12766e+07,N0,Lumen
1373.59,6.38811,N1,Lumen
1373.64,5.40159e+07,N0,Wall
1373.64,6.44927e+06,N1,Wall
1373.64,6.12766e+07,N0,Lumen
1373.64,6.38683,N1,Lumen
1373.69,5.40146e+07,N0,Wall
1373.69,6.45043e+06,N1,Wall
1373.69,6.12766e+07,N0,Lumen
1373.69,6.38554,N1,Lumen
1373.75,5.40133e+07,N0,Wall
1373.75,6.45158e+06,N1,Wall
1373.75,6.12766e+07,N0,Lumen
1373.75,6.38426,N1,Lumen
1373.8,5.4012e+07,N0,Wall
1373.8,6.45274e+06,N1,Wall
1373.8,6.12766e+07,N0,Lumen
1373.8,6.38297,N1,Lumen
1373.86,5.40107e+07,N0,Wall
1373.86,6.4539e+06,N1,Wall
1373.86,6.12766e+07,N0,Lumen
1373.86,6.38169,N1,Lumen
1373.91,5.40094e+07,N0,Wall
1373.91,6.45505e+06,N1,Wall
1373.91,6.12766e+07,N0,Lumen
1373.91,6.38041,N1,Lumen
1373.97,5.4008e+07,N0,Wall
1373.97,6.45621e+06,N1,Wall
1373.97,6.12766e+07,N0,Lumen
1373.97,6.37912,N1,Lumen
1374.02,5.40067e+07,N0,Wall
1374.02,6.45737e+06,N1,Wall
1374.02,6.12766e+07,N0,Lumen
1374.02,6.37784,N1,Lumen
1374.07,5.40054e+07,N0,Wall
1374.07,6.45852e+06,N1,Wall
1374.07,6.12766e+07,N0,Lumen
1374.07,6.37656,N1,Lumen
1374.13,5.40041e+07,N0,Wall
1374.13,6.45968e+06,N1,Wall
1374.13,6.12766e+07,N0,Lumen
1374.13,6.37528,N1,Lumen
1374.18,5.40028e+07,N0,Wall
1374.18,6.46084e+06,N1,Wall
1374.18,6.12766e+07,N0,Lumen
1374.18,6.374,N1,Lumen
1374.24,5.40015e+07,N0,Wall
1374.24,6.46199e+06,N1,Wall
1374.24,6.12766e+07,N0,Lumen
1374.24,6.37272,N1,Lumen
1374.29,5.40002e+07,N0,Wall
1374.29,6.46315e+06,N1,Wall
1374.29,6.12766e+07,N0,Lumen
1374.29,6.37144,N1,Lumen
1374.34,5.39989e+07,N0,Wall
1374.34,6.46431e+06,N1,Wall
1374.34,6.12766e+07,N0,Lumen
