time,size,population,location
161.286,2.87494,R,Lumen
161.286,19.4945,N0,Lumen
161.286,1869.26,N1,Lumen
161.286,17.7009,AB,Lumen
161.413,2.03725,R,Wall
161.413,1641.16,N0,Wall
161.413,667.306,N1,Wall
161.413,0,AB,Wall
161.413,2.87478,R,Lumen
161.413,19.4274,N0,Lumen
161.413,1869.41,N1,Lumen
161.413,17.7,AB,Lumen
161.54,2.03744,R,Wall
161.54,1639.65,N0,Wall
161.54,668.801,N1,Wall
161.54,0,AB,Wall
161.54,2.87462,R,Lumen
161.54,19.361,N0,Lumen
161.54,1869.56,N1,Lumen
161.54,17.6992,AB,Lumen
161.669,2.03763,R,Wall
161.669,1638.13,N0,Wall
161.669,670.301,N1,Wall
161.669,0,AB,Wall
161.669,2.87446,R,Lumen
161.669,19.2952,N0,Lumen
161.669,1869.71,N1,Lumen
161.669,17.6984,AB,Lumen
161.797,2.03782,R,Wall
161.797,1636.6,N0,Wall
161.797,671.806,N1,Wall
161.797,0,AB,Wall
161.797,2.8743,R,Lumen
161.797,19.2302,N0,Lumen
161.797,1869.85,N1,Lumen
161.797,17.6977,AB,Lumen
161.927,2.03802,R,Wall
161.927,1635.07,N0,Wall
161.927,673.317,N1,Wall
161.927,0,AB,Wall
161.927,2.87414,R,Lumen
161.927,19.1659,N0,Lumen
161.927,1870,N1,Lumen
161.927,17.6969,AB,Lumen
162.057,2.03821,R,Wall
162.057,1633.53,N0,Wall
162.057,674.834,N1,Wall
162.057,0,AB,Wall
162.057,2.87399,R,Lumen
162.057,19.1023,N0,Lumen
162.057,1870.14,N1,Lumen
162.057,17.6961,AB,Lumen
162.188,2.0384,R,Wall
162.188,1631.99,N0,Wall
162.188,676.356,N1,Wall
162.188,0,AB,Wall
162.188,2.87383,R,Lumen
162.188,19.0394,N0,Lumen
162.188,1870.28,N1,Lumen
162.188,17.6953,AB,Lumen
162.32,2.0386,R,Wall
162.32,1630.44,N0,Wall
162.32,677.884,N1,Wall
162.32,0,AB,Wall
162.32,2.87368,R,Lumen
162.32,18.9772,N0,Lumen
162.32,1870.42,N1,Lumen
162.32,17.6946,AB,Lumen
162.452,2.0388,R,Wall
162.452,1628.89,N0,Wall
162.452,679.417,N1,Wall
162.452,0,AB,Wall
162.452,2.87353,R,Lumen
162.452,18.9157,N0,Lumen
162.452,1870.55,N1,Lumen
162.452,17.6938,AB,Lumen
162.585,2.03899,R,Wall
162.585,1627.33,N0,Wall
162.585,680.956,N1,Wall
162.585,0,AB,Wall
162.585,2.87338,R,Lumen
162.585,18.8548,N0,Lumen
162.585,1870.69,N1,Lumen
162.585,17.6931,AB,Lumen
162.718,2.03919,R,Wall
162.718,1625.76,N0,Wall
162.718,682.501,N1,Wall
162.718,0,AB,Wall
162.718,2.87323,R,Lumen
162.718,18.7946,N0,Lumen
162.718,1870.82,N1,Lumen
162.718,17.6924,AB,Lumen
162.852,2.03939,R,Wall
162.852,1624.19,N0,Wall
162.852,684.052,N1,Wall
162.852,0,AB,Wall
162.852,2.87309,R,Lumen
162.852,18.7351,N0,Lumen
162.852,1870.96,N1,Lumen
162.852,17.6916,AB,Lumen
162.987,2.03959,R,Wall
162.987,1622.61,N0,Wall
162.987,685.609,N1,Wall
162.987,0,AB,Wall
162.987,2.87294,R,Lumen
162.987,18.6763,N0,Lumen
162.987,1871.09,N1,Lumen
162.987,17.6909,AB,Lumen
163.123,2.03979,R,Wall
163.123,1621.02,N0,Wall
163.123,687.172,N1,Wall
163.123,0,AB,Wall
163.123,2.8728,R,Lumen
163.123,18.6182,N0,Lumen
163.123,1871.22,N1,Lumen
163.123,17.6902,AB,Lumen
163.259,2.03999,R,Wall
163.259,1619.43,N0,Wall
163.259,688.741,N1,Wall
163.259,0,AB,Wall
163.259,2.87266,R,Lumen
163.259,18.5607,N0,Lumen
163.259,1871.35,N1,Lumen
163.259,17.6895,AB,Lumen
163.396,2.0402,R,Wall
163.396,1617.83,N0,Wall
163.396,690.316,N1,Wall
163.396,0,AB,Wall
163.396,2.87252,R,Lumen
163.396,18.5038,N0,Lumen
163.396,1871.47,N1,Lumen
163.396,17.6888,AB,Lumen
163.534,2.0404,R,Wall
163.534,1616.23,N0,Wall
163.534,691.897,N1,Wall
163.534,0,AB,Wall
163.534,2.87238,R,Lumen
163.534,18.4476,N0,Lumen
163.534,1871.6,N1,Lumen
163.534,17.6881,AB,Lumen
163.673,2.04061,R,Wall
163.673,1614.62,N0,Wall
163.673,693.484,N1,Wall
163.673,0,AB,Wall
163.673,2.87225,R,Lumen
163.673,18.3921,N0,Lumen
163.673,1871.72,N1,Lumen
163.673,17.6874,AB,Lumen
163.812,2.04081,R,Wall
163.812,1613,N0,Wall
163.812,695.078,N1,Wall
163.812,0,AB,Wall
163.812,2.87211,R,Lumen
163.812,18.3372,N0,Lumen
163.812,1871.84,N1,Lumen
163.812,17.6868,AB,Lumen
163.952,2.04102,R,Wall
163.952,1611.38,N0,Wall
163.952,696.678,N1,Wall
163.952,0,AB,Wall
163.952,2.87198,R,Lumen
163.952,18.2829,N0,Lumen
163.952,1871.97,N1,Lumen
163.952,17.6861,AB,Lumen
164.093,2.04123,R,Wall
164.093,1609.75,N0,Wall
164.093,698.284,N1,Wall
164.093,0,AB,Wall
164.093,2.87185,R,Lumen
164.093,18.2293,N0,Lumen
164.093,1872.09,N1,Lumen
164.093,17.6854,AB,Lumen
164.234,2.04144,R,Wall
164.234,1608.11,N0,Wall
164.234,699.897,N1,Wall
164.234,0,AB,Wall
164.234,2.87172,R,Lumen
164.234,18.1763,N0,Lumen
164.234,1872.2,N1,Lumen
164.234,17.6848,AB,Lumen
164.376,2.04165,R,Wall
164.376,1606.46,N0,Wall
164.376,701.517,N1,Wall
164.376,0,AB,Wall
164.376,2.87159,R,Lumen
164.376,18.124,N0,Lumen
164.376,1872.32,N1,Lumen
164.376,17.6842,AB,Lumen
164.52,2.04186,R,Wall
164.52,1604.81,N0,Wall
164.52,703.143,N1,Wall
164.52,0,AB,Wall
164.52,2.87146,R,Lumen
164.52,18.0722,N0,Lumen
164.52,1872.44,N1,Lumen
164.52,17.6835,AB,Lumen
164.664,2.04208,R,Wall
164.664,1603.15,N0,Wall
164.664,704.776,N1,Wall
164.664,0,AB,Wall
164.664,2.87134,R,Lumen
164.664,18.0211,N0,Lumen
164.664,1872.55,N1,Lumen
164.664,17.6829,AB,Lumen
164.808,2.04229,R,Wall
164.808,1601.49,N0,Wall
164.808,706.416,N1,Wall
164.808,0,AB,Wall
164.808,2.87121,R,Lumen
164.808,17.9706,N0,Lumen
164.808,1872.66,N1,Lumen
164.808,17.6823,AB,Lumen
164.954,2.04251,R,Wall
164.954,1599.82,N0,Wall
164.954,708.062,N1,Wall
164.954,0,AB,Wall
164.954,2.87109,R,Lumen
164.954,17.9207,N0,Lumen
164.954,1872.77,N1,Lumen
164.954,17.6817,AB,Lumen
165.1,2.04273,R,Wall
165.1,1598.14,N0,Wall
165.1,709.716,N1,Wall
165.1,0,AB,Wall
165.1,2.87097,R,Lumen
165.1,17.8714,N0,Lumen
165.1,1872.89,N1,Lumen
165.1,17.681,AB,Lumen
165.248,2.04294,R,Wall
165.248,1596.45,N0,Wall
165.248,711.376,N1,Wall
165.248,0,AB,Wall
165.248,2.87085,R,Lumen
165.248,17.8228,N0,Lumen
165.248,1872.99,N1,Lumen
165.248,17.6804,AB,Lumen
165.396,2.04316,R,Wall
165.396,1594.75,N0,Wall
165.396,713.044,N1,Wall
165.396,0,AB,Wall
165.396,2.87073,R,Lumen
165.396,17.7747,N0,Lumen
165.396,1873.1,N1,Lumen
165.396,17.6799,AB,Lumen
165.545,2.04338,R,Wall
165.545,1593.05,N0,Wall
165.545,714.719,N1,Wall
165.545,0,AB,Wall
165.545,2.87062,R,Lumen
165.545,17.7272,N0,Lumen
165.545,1873.21,N1,Lumen
165.545,17.6793,AB,Lumen
165.694,2.0436,R,Wall
165.694,1591.34,N0,Wall
165.694,716.401,N1,Wall
165.694,0,AB,Wall
165.694,2.8705,R,Lumen
165.694,17.6803,N0,Lumen
165.694,1873.31,N1,Lumen
165.694,17.6787,AB,Lumen
165.845,2.04383,R,Wall
165.845,1589.63,N0,Wall
165.845,718.09,N1,Wall
165.845,0,AB,Wall
165.845,2.87039,R,Lumen
165.845,17.634,N0,Lumen
165.845,1873.42,N1,Lumen
165.845,17.6781,AB,Lumen
165.997,2.04405,R,Wall
165.997,1587.9,N0,Wall
165.997,719.787,N1,Wall
165.997,0,AB,Wall
165.997,2.87027,R,Lumen
165.997,17.5883,N0,Lumen
165.997,1873.52,N1,Lumen
165.997,17.6775,AB,Lumen
166.149,2.04428,R,Wall
166.149,1586.17,N0,Wall
166.149,721.491,N1,Wall
166.149,0,AB,Wall
166.149,2.87016,R,Lumen
166.149,17.5431,N0,Lumen
166.149,1873.62,N1,Lumen
166.149,17.677,AB,Lumen
166.303,2.0445,R,Wall
166.303,1584.43,N0,Wall
166.303,723.203,N1,Wall
166.303,0,AB,Wall
166.303,2.87005,R,Lumen
166.303,17.4986,N0,Lumen
166.303,1873.72,N1,Lumen
166.303,17.6764,AB,Lumen
166.457,2.04473,R,Wall
166.457,1582.68,N0,Wall
166.457,724.922,N1,Wall
166.457,0,AB,Wall
166.457,2.86995,R,Lumen
166.457,17.4546,N0,Lumen
166.457,1873.82,N1,Lumen
166.457,17.6759,AB,Lumen
166.612,2.04496,R,Wall
166.612,1580.92,N0,Wall
166.612,726.649,N1,Wall
166.612,0,AB,Wall
166.612,2.86984,R,Lumen
166.612,17.4111,N0,Lumen
166.612,1873.92,N1,Lumen
166.612,17.6754,AB,Lumen
166.769,2.04519,R,Wall
166.769,1579.16,N0,Wall
166.769,728.384,N1,Wall
166.769,0,AB,Wall
166.769,2.86973,R,Lumen
166.769,17.3683,N0,Lumen
166.769,1874.01,N1,Lumen
166.769,17.6748,AB,Lumen
166.926,2.04542,R,Wall
166.926,1577.39,N0,Wall
166.926,730.127,N1,Wall
166.926,0,AB,Wall
166.926,2.86963,R,Lumen
166.926,17.326,N0,Lumen
166.926,1874.11,N1,Lumen
166.926,17.6743,AB,Lumen
167.084,2.04566,R,Wall
167.084,1575.61,N0,Wall
167.084,731.878,N1,Wall
167.084,0,AB,Wall
167.084,2.86953,R,Lumen
167.084,17.2842,N0,Lumen
167.084,1874.2,N1,Lumen
167.084,17.6738,AB,Lumen
167.243,2.04589,R,Wall
167.243,1573.82,N0,Wall
167.243,733.637,N1,Wall
167.243,0,AB,Wall
167.243,2.86942,R,Lumen
167.243,17.243,N0,Lumen
167.243,1874.29,N1,Lumen
167.243,17.6733,AB,Lumen
167.404,2.04613,R,Wall
167.404,1572.02,N0,Wall
167.404,735.404,N1,Wall
167.404,0,AB,Wall
167.404,2.86932,R,Lumen
167.404,17.2023,N0,Lumen
167.404,1874.38,N1,Lumen
167.404,17.6728,AB,Lumen
167.565,2.04636,R,Wall
167.565,1570.21,N0,Wall
167.565,737.18,N1,Wall
167.565,0,AB,Wall
167.565,2.86923,R,Lumen
167.565,17.1622,N0,Lumen
167.565,1874.47,N1,Lumen
167.565,17.6723,AB,Lumen
167.727,2.0466,R,Wall
167.727,1568.4,N0,Wall
167.727,738.964,N1,Wall
167.727,0,AB,Wall
167.727,2.86913,R,Lumen
167.727,17.1226,N0,Lumen
167.727,1874.56,N1,Lumen
167.727,17.6718,AB,Lumen
167.89,2.04684,R,Wall
167.89,1566.57,N0,Wall
167.89,740.756,N1,Wall
167.89,0,AB,Wall
167.89,2.86903,R,Lumen
167.89,17.0836,N0,Lumen
167.89,1874.65,N1,Lumen
167.89,17.6713,AB,Lumen
168.055,2.04708,R,Wall
168.055,1564.74,N0,Wall
168.055,742.557,N1,Wall
168.055,0,AB,Wall
168.055,2.86894,R,Lumen
168.055,17.0451,N0,Lumen
168.055,1874.74,N1,Lumen
168.055,17.6708,AB,Lumen
168.22,2.04732,R,Wall
168.22,1562.9,N0,Wall
168.22,744.367,N1,Wall
168.22,0,AB,Wall
168.22,2.86884,R,Lumen
168.22,17.0071,N0,Lumen
168.22,1874.82,N1,Lumen
168.22,17.6703,AB,Lumen
168.387,2.04757,R,Wall
168.387,1561.05,N0,Wall
168.387,746.186,N1,Wall
168.387,0,AB,Wall
168.387,2.86875,R,Lumen
168.387,16.9696,N0,Lumen
168.387,1874.9,N1,Lumen
168.387,17.6699,AB,Lumen
168.555,2.04781,R,Wall
168.555,1559.19,N0,Wall
168.555,748.013,N1,Wall
168.555,0,AB,Wall
168.555,2.86866,R,Lumen
168.555,16.9327,N0,Lumen
168.555,1874.99,N1,Lumen
168.555,17.6694,AB,Lumen
168.723,2.04806,R,Wall
168.723,1557.32,N0,Wall
168.723,749.85,N1,Wall
168.723,0,AB,Wall
168.723,2.86857,R,Lumen
168.723,16.8963,N0,Lumen
168.723,1875.07,N1,Lumen
168.723,17.6689,AB,Lumen
168.893,2.04831,R,Wall
168.893,1555.44,N0,Wall
168.893,751.695,N1,Wall
168.893,0,AB,Wall
168.893,2.86848,R,Lumen
168.893,16.8604,N0,Lumen
168.893,1875.15,N1,Lumen
168.893,17.6685,AB,Lumen
169.064,2.04856,R,Wall
169.064,1553.55,N0,Wall
169.064,753.55,N1,Wall
169.064,0,AB,Wall
169.064,2.86839,R,Lumen
169.064,16.825,N0,Lumen
169.064,1875.23,N1,Lumen
169.064,17.6681,AB,Lumen
169.237,2.04881,R,Wall
169.237,1551.65,N0,Wall
169.237,755.414,N1,Wall
169.237,0,AB,Wall
169.237,2.86831,R,Lumen
169.237,16.7901,N0,Lumen
169.237,1875.31,N1,Lumen
169.237,17.6676,AB,Lumen
169.41,2.04906,R,Wall
169.41,1549.74,N0,Wall
169.41,757.288,N1,Wall
169.41,0,AB,Wall
169.41,2.86822,R,Lumen
169.41,16.7557,N0,Lumen
169.41,1875.38,N1,Lumen
169.41,17.6672,AB,Lumen
169.585,2.04932,R,Wall
169.585,1547.82,N0,Wall
169.585,759.172,N1,Wall
169.585,0,AB,Wall
169.585,2.86814,R,Lumen
169.585,16.7218,N0,Lumen
169.585,1875.46,N1,Lumen
169.585,17.6668,AB,Lumen
169.761,2.04957,R,Wall
169.761,1545.89,N0,Wall
169.761,761.065,N1,Wall
169.761,0,AB,Wall
169.761,2.86806,R,Lumen
169.761,16.6883,N0,Lumen
169.761,1875.54,N1,Lumen
169.761,17.6663,AB,Lumen
169.938,2.04983,R,Wall
169.938,1543.96,N0,Wall
169.938,762.968,N1,Wall
169.938,0,AB,Wall
169.938,2.86797,R,Lumen
169.938,16.6554,N0,Lumen
169.938,1875.61,N1,Lumen
169.938,17.6659,AB,Lumen
170.116,2.05009,R,Wall
170.116,1542.01,N0,Wall
170.116,764.881,N1,Wall
170.116,0,AB,Wall
170.116,2.86789,R,Lumen
170.116,16.623,N0,Lumen
170.116,1875.68,N1,Lumen
170.116,17.6655,AB,Lumen
170.296,2.05035,R,Wall
170.296,1540.05,N0,Wall
170.296,766.804,N1,Wall
170.296,0,AB,Wall
170.296,2.86781,R,Lumen
170.296,16.591,N0,Lumen
170.296,1875.75,N1,Lumen
170.296,17.6651,AB,Lumen
170.477,2.05061,R,Wall
170.477,1538.08,N0,Wall
170.477,768.737,N1,Wall
170.477,0,AB,Wall
170.477,2.86774,R,Lumen
170.477,16.5595,N0,Lumen
170.477,1875.82,N1,Lumen
170.477,17.6647,AB,Lumen
170.659,2.05088,R,Wall
170.659,1536.1,N0,Wall
170.659,770.681,N1,Wall
170.659,0,AB,Wall
170.659,2.86766,R,Lumen
170.659,16.5285,N0,Lumen
170.659,1875.89,N1,Lumen
170.659,17.6643,AB,Lumen
170.842,2.05114,R,Wall
170.842,1534.11,N0,Wall
170.842,772.635,N1,Wall
170.842,0,AB,Wall
170.842,2.86758,R,Lumen
170.842,16.498,N0,Lumen
170.842,1875.96,N1,Lumen
170.842,17.664,AB,Lumen
171.027,2.05141,R,Wall
171.027,1532.1,N0,Wall
171.027,774.6,N1,Wall
171.027,0,AB,Wall
171.027,2.86751,R,Lumen
171.027,16.4679,N0,Lumen
171.027,1876.03,N1,Lumen
171.027,17.6636,AB,Lumen
171.214,2.05168,R,Wall
171.214,1530.09,N0,Wall
171.214,776.576,N1,Wall
171.214,0,AB,Wall
171.214,2.86744,R,Lumen
171.214,16.4383,N0,Lumen
171.214,1876.1,N1,Lumen
171.214,17.6632,AB,Lumen
171.401,2.05195,R,Wall
171.401,1528.06,N0,Wall
171.401,778.563,N1,Wall
171.401,0,AB,Wall
171.401,2.86736,R,Lumen
171.401,16.4091,N0,Lumen
171.401,1876.16,N1,Lumen
171.401,17.6628,AB,Lumen
171.591,2.05223,R,Wall
171.591,1526.03,N0,Wall
171.591,780.561,N1,Wall
171.591,0,AB,Wall
171.591,2.86729,R,Lumen
171.591,16.3804,N0,Lumen
171.591,1876.23,N1,Lumen
171.591,17.6625,AB,Lumen
171.781,2.0525,R,Wall
171.781,1523.98,N0,Wall
171.781,782.57,N1,Wall
171.781,0,AB,Wall
171.781,2.86722,R,Lumen
171.781,16.3522,N0,Lumen
171.781,1876.29,N1,Lumen
171.781,17.6621,AB,Lumen
171.973,2.05278,R,Wall
171.973,1521.92,N0,Wall
171.973,784.591,N1,Wall
171.973,0,AB,Wall
171.973,2.86715,R,Lumen
171.973,16.3244,N0,Lumen
171.973,1876.35,N1,Lumen
171.973,17.6618,AB,Lumen
172.167,2.05305,R,Wall
172.167,1519.85,N0,Wall
172.167,786.623,N1,Wall
172.167,0,AB,Wall
172.167,2.86709,R,Lumen
172.167,16.297,N0,Lumen
172.167,1876.41,N1,Lumen
172.167,17.6614,AB,Lumen
172.362,2.05333,R,Wall
172.362,1517.76,N0,Wall
172.362,788.667,N1,Wall
172.362,0,AB,Wall
172.362,2.86702,R,Lumen
172.362,16.2701,N0,Lumen
172.362,1876.47,N1,Lumen
172.362,17.6611,AB,Lumen
172.559,2.05362,R,Wall
172.559,1515.67,N0,Wall
172.559,790.723,N1,Wall
172.559,0,AB,Wall
172.559,2.86695,R,Lumen
172.559,16.2436,N0,Lumen
172.559,1876.53,N1,Lumen
172.559,17.6607,AB,Lumen
172.757,2.0539,R,Wall
172.757,1513.56,N0,Wall
172.757,792.791,N1,Wall
172.757,0,AB,Wall
172.757,2.86689,R,Lumen
172.757,16.2176,N0,Lumen
172.757,1876.59,N1,Lumen
172.757,17.6604,AB,Lumen
172.957,2.05419,R,Wall
172.957,1511.44,N0,Wall
172.957,794.871,N1,Wall
172.957,0,AB,Wall
172.957,2.86683,R,Lumen
172.957,16.1919,N0,Lumen
172.957,1876.65,N1,Lumen
172.957,17.6601,AB,Lumen
173.158,2.05447,R,Wall
173.158,1509.3,N0,Wall
173.158,796.964,N1,Wall
173.158,0,AB,Wall
173.158,2.86676,R,Lumen
173.158,16.1667,N0,Lumen
173.158,1876.71,N1,Lumen
173.158,17.6598,AB,Lumen
173.361,2.05476,R,Wall
173.361,1507.15,N0,Wall
173.361,799.069,N1,Wall
173.361,0,AB,Wall
173.361,2.8667,R,Lumen
173.361,16.142,N0,Lumen
173.361,1876.76,N1,Lumen
173.361,17.6595,AB,Lumen
173.566,2.05506,R,Wall
173.566,1504.99,N0,Wall
173.566,801.187,N1,Wall
173.566,0,AB,Wall
173.566,2.86664,R,Lumen
173.566,16.1176,N0,Lumen
173.566,1876.82,N1,Lumen
173.566,17.6592,AB,Lumen
173.772,2.05535,R,Wall
173.772,1502.82,N0,Wall
173.772,803.319,N1,Wall
173.772,0,AB,Wall
173.772,2.86658,R,Lumen
173.772,16.0936,N0,Lumen
173.772,1876.87,N1,Lumen
173.772,17.6589,AB,Lumen
173.98,2.05565,R,Wall
173.98,1500.63,N0,Wall
173.98,805.463,N1,Wall
173.98,0,AB,Wall
173.98,2.86652,R,Lumen
173.98,16.0701,N0,Lumen
173.98,1876.92,N1,Lumen
173.98,17.6586,AB,Lumen
174.19,2.05594,R,Wall
174.19,1498.43,N0,Wall
174.19,807.621,N1,Wall
174.19,0,AB,Wall
174.19,2.86647,R,Lumen
174.19,16.047,N0,Lumen
174.19,1876.98,N1,Lumen
174.19,17.6583,AB,Lumen
174.402,2.05624,R,Wall
174.402,1496.22,N0,Wall
174.402,809.792,N1,Wall
174.402,0,AB,Wall
174.402,2.86641,R,Lumen
174.402,16.0242,N0,Lumen
174.402,1877.03,N1,Lumen
174.402,17.658,AB,Lumen
174.615,2.05655,R,Wall
174.615,1493.99,N0,Wall
174.615,811.978,N1,Wall
174.615,0,AB,Wall
174.615,2.86636,R,Lumen
174.615,16.0019,N0,Lumen
174.615,1877.08,N1,Lumen
174.615,17.6577,AB,Lumen
174.831,2.05685,R,Wall
174.831,1491.74,N0,Wall
174.831,814.177,N1,Wall
174.831,0,AB,Wall
174.831,2.8663,R,Lumen
174.831,15.98,N0,Lumen
174.831,1877.13,N1,Lumen
174.831,17.6574,AB,Lumen
175.048,2.05716,R,Wall
175.048,1489.48,N0,Wall
175.048,816.391,N1,Wall
175.048,0,AB,Wall
175.048,2.86625,R,Lumen
175.048,15.9584,N0,Lumen
175.048,1877.18,N1,Lumen
175.048,17.6571,AB,Lumen
175.267,2.05747,R,Wall
175.267,1487.21,N0,Wall
175.267,818.619,N1,Wall
175.267,0,AB,Wall
175.267,2.86619,R,Lumen
175.267,15.9373,N0,Lumen
175.267,1877.22,N1,Lumen
175.267,17.6569,AB,Lumen
175.488,2.05778,R,Wall
175.488,1484.92,N0,Wall
175.488,820.862,N1,Wall
175.488,0,AB,Wall
175.488,2.86614,R,Lumen
175.488,15.9165,N0,Lumen
175.488,1877.27,N1,Lumen
175.488,17.6566,AB,Lumen
175.711,2.05809,R,Wall
175.711,1482.62,N0,Wall
175.711,823.12,N1,Wall
175.711,0,AB,Wall
175.711,2.86609,R,Lumen
175.711,15.8961,N0,Lumen
175.711,1877.32,N1,Lumen
175.711,17.6563,AB,Lumen
175.936,2.05841,R,Wall
175.936,1480.3,N0,Wall
175.936,825.393,N1,Wall
175.936,0,AB,Wall
175.936,2.86604,R,Lumen
175.936,15.8761,N0,Lumen
175.936,1877.36,N1,Lumen
175.936,17.6561,AB,Lumen
176.164,2.05873,R,Wall
176.164,1477.96,N0,Wall
176.164,827.681,N1,Wall
176.164,0,AB,Wall
176.164,2.86599,R,Lumen
176.164,15.8564,N0,Lumen
176.164,1877.4,N1,Lumen
176.164,17.6558,AB,Lumen
176.393,2.05905,R,Wall
176.393,1475.61,N0,Wall
176.393,829.985,N1,Wall
176.393,0,AB,Wall
176.393,2.86595,R,Lumen
176.393,15.8371,N0,Lumen
176.393,1877.45,N1,Lumen
176.393,17.6556,AB,Lumen
176.624,2.05937,R,Wall
176.624,1473.24,N0,Wall
176.624,832.305,N1,Wall
176.624,0,AB,Wall
176.624,2.8659,R,Lumen
176.624,15.8182,N0,Lumen
176.624,1877.49,N1,Lumen
176.624,17.6554,AB,Lumen
176.858,2.0597,R,Wall
176.858,1470.85,N0,Wall
176.858,834.642,N1,Wall
176.858,0,AB,Wall
176.858,2.86585,R,Lumen
176.858,15.7997,N0,Lumen
176.858,1877.53,N1,Lumen
176.858,17.6551,AB,Lumen
177.094,2.06002,R,Wall
177.094,1468.45,N0,Wall
177.094,836.995,N1,Wall
177.094,0,AB,Wall
177.094,2.86581,R,Lumen
177.094,15.7815,N0,Lumen
177.094,1877.57,N1,Lumen
177.094,17.6549,AB,Lumen
177.332,2.06035,R,Wall
177.332,1466.03,N0,Wall
177.332,839.365,N1,Wall
177.332,0,AB,Wall
177.332,2.86576,R,Lumen
177.332,15.7636,N0,Lumen
177.332,1877.61,N1,Lumen
177.332,17.6547,AB,Lumen
177.573,2.06069,R,Wall
177.573,1463.59,N0,Wall
177.573,841.752,N1,Wall
177.573,0,AB,Wall
177.573,2.86572,R,Lumen
177.573,15.7462,N0,Lumen
177.573,1877.65,N1,Lumen
177.573,17.6544,AB,Lumen
177.816,2.06102,R,Wall
177.816,1461.14,N0,Wall
177.816,844.156,N1,Wall
177.816,0,AB,Wall
177.816,2.86568,R,Lumen
177.816,15.729,N0,Lumen
177.816,1877.69,N1,Lumen
177.816,17.6542,AB,Lumen
178.061,2.06136,R,Wall
178.061,1458.67,N0,Wall
178.061,846.578,N1,Wall
178.061,0,AB,Wall
178.061,2.86564,R,Lumen
178.061,15.7122,N0,Lumen
178.061,1877.73,N1,Lumen
178.061,17.654,AB,Lumen
178.309,2.06171,R,Wall
178.309,1456.17,N0,Wall
178.309,849.018,N1,Wall
178.309,0,AB,Wall
178.309,2.86559,R,Lumen
178.309,15.6958,N0,Lumen
178.309,1877.77,N1,Lumen
178.309,17.6538,AB,Lumen
178.559,2.06205,R,Wall
178.559,1453.66,N0,Wall
178.559,851.477,N1,Wall
178.559,0,AB,Wall
178.559,2.86555,R,Lumen
178.559,15.6796,N0,Lumen
178.559,1877.8,N1,Lumen
178.559,17.6536,AB,Lumen
178.812,2.0624,R,Wall
178.812,1451.13,N0,Wall
178.812,853.954,N1,Wall
178.812,0,AB,Wall
178.812,2.86552,R,Lumen
178.812,15.6639,N0,Lumen
178.812,1877.84,N1,Lumen
178.812,17.6534,AB,Lumen
179.067,2.06275,R,Wall
179.067,1448.58,N0,Wall
179.067,856.45,N1,Wall
179.067,0,AB,Wall
179.067,2.86548,R,Lumen
179.067,15.6484,N0,Lumen
179.067,1877.87,N1,Lumen
179.067,17.6532,AB,Lumen
179.325,2.0631,R,Wall
179.325,1446.01,N0,Wall
179.325,858.965,N1,Wall
179.325,0,AB,Wall
179.325,2.86544,R,Lumen
179.325,15.6333,N0,Lumen
179.325,1877.91,N1,Lumen
179.325,17.653,AB,Lumen
179.586,2.06346,R,Wall
179.586,1443.42,N0,Wall
179.586,861.501,N1,Wall
179.586,0,AB,Wall
179.586,2.8654,R,Lumen
179.586,15.6185,N0,Lumen
179.586,1877.94,N1,Lumen
179.586,17.6528,AB,Lumen
179.85,2.06382,R,Wall
179.85,1440.81,N0,Wall
179.85,864.056,N1,Wall
179.85,0,AB,Wall
179.85,2.86537,R,Lumen
179.85,15.604,N0,Lumen
179.85,1877.97,N1,Lumen
179.85,17.6526,AB,Lumen
180.116,2.06418,R,Wall
180.116,1438.18,N0,Wall
180.116,866.632,N1,Wall
180.116,0,AB,Wall
180.116,2.86533,R,Lumen
180.116,15.5898,N0,Lumen
180.116,1878,N1,Lumen
180.116,17.6524,AB,Lumen
180.386,2.06455,R,Wall
180.386,1435.53,N0,Wall
180.386,869.229,N1,Wall
180.386,0,AB,Wall
180.386,2.8653,R,Lumen
180.386,15.5759,N0,Lumen
180.386,1878.04,N1,Lumen
180.386,17.6523,AB,Lumen
180.658,2.06492,R,Wall
180.658,1432.85,N0,Wall
180.658,871.847,N1,Wall
180.658,0,AB,Wall
180.658,2.86526,R,Lumen
180.658,15.5624,N0,Lumen
180.658,1878.07,N1,Lumen
180.658,17.6521,AB,Lumen
180.933,2.06529,R,Wall
180.933,1430.16,N0,Wall
180.933,874.487,N1,Wall
180.933,0,AB,Wall
180.933,2.86523,R,Lumen
180.933,15.5491,N0,Lumen
180.933,1878.1,N1,Lumen
180.933,17.6519,AB,Lumen
181.212,2.06566,R,Wall
181.212,1427.44,N0,Wall
181.212,877.15,N1,Wall
181.212,0,AB,Wall
181.212,2.8652,R,Lumen
181.212,15.5362,N0,Lumen
181.212,1878.13,N1,Lumen
181.212,17.6518,AB,Lumen
181.494,2.06604,R,Wall
181.494,1424.69,N0,Wall
181.494,879.835,N1,Wall
181.494,0,AB,Wall
181.494,2.86517,R,Lumen
181.494,15.5235,N0,Lumen
181.494,1878.15,N1,Lumen
181.494,17.6516,AB,Lumen
181.779,2.06643,R,Wall
181.779,1421.93,N0,Wall
181.779,882.542,N1,Wall
181.779,0,AB,Wall
181.779,2.86514,R,Lumen
181.779,15.5112,N0,Lumen
